insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P001', 'De Fabulous Marula Oil Shampoo', 'For dry and damaged hair', 50, 250, 'ml');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P041', 'Medium Hair Extensions Clip ins Black', '16 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P042', 'Long Hair Extensions Clip ins Black', '22 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P043', 'Extra Long Hair Extensions Clip ins Black', '28 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P044', 'Super Long Hair Extensions Clip ins Black', '32 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P045', 'Short Hair Extensions Tape ins Blonde', '11 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P046', 'Medium Hair Extensions Tape ins Blonde', '16 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P047', 'Long Hair Extensions Tape ins Blonde', '22 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P048', 'Extra Long Hair Extensions Tape ins Blonde', '28 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P049', 'Super Long Hair Extensions Tape ins Blonde', '32 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P050', 'Short Hair Extensions Tape ins Black', '11 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P051', 'Medium Hair Extensions Tape ins Black', '16 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P052', 'Long Hair Extensions Tape ins Black', '22 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P053', 'Extra Long Hair Extensions Tape ins Black', '28 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P054', 'Super Long Hair Extensions Tape ins Black', '32 inches', 1000, null, 'weft');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P055', 'Short Hair Extensions Micro link Blonde', '11 inches', 1000, null, 'strands');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P056', 'Medium Hair Extensions Micro link Blonde', '16 inches', 1000, null, 'strands');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P057', 'Long Hair Extensions Micro link Blonde', '22 inches', 1000, null, 'strands');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P058', 'Extra Long Hair Extensions Micro link Blonde', '28 inches', 1000, null, 'strands');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P059', 'Super Long Hair Extensions Micro link Blonde', '32 inches', 1000, null, 'strands');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P060', 'Short Hair Extensions Micro link Black', '11 inches', 1000, null, 'strands');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P061', 'Medium Hair Extensions Micro link Black', '16 inches', 1000, null, 'strands');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P062', 'Long Hair Extensions Micro link Black', '22 inches', 1000, null, 'strands');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P063', 'Extra Long Hair Extensions Micro link Black', '28 inches', 1000, null, 'strands');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P064', 'Super Long Hair Extensions Micro link Black', '32 inches', 1000, null, 'strands');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P065', 'Magicboo Wave Power WP 300A Salon Hair Steamer', null, 40, null, 'unit');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P066', 'Aluminium foil', null, 500, null, 'unit');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P067', 'Schwarzkopf Skin Protect Barrier Cream', null, 40, 100, 'ml');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P068', 'Scalp Massagers', null, 40, null, 'unit');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P069', 'LEX310 6 in 1 Scalp Therapy Machine', null, 20, null, 'unit');
insert into product (pro_id, pro_name, pro_desc, pro_qty, pro_volume, pro_UOM) values ('P070', 'Kerastase Genesis Hair Growth Serums', null, 40, 90, 'ml');
